split,filename,prefix,numeric_id,label_index,label_name,n_smoke_boxes,n_fire_boxes
train,AoF00055.jpg,AoF,55,0,Neither,0,0
train,AoF00056.jpg,AoF,56,0,Neither,0,0
train,AoF00058.jpg,AoF,58,0,Neither,0,0
train,AoF00059.jpg,AoF,59,0,Neither,0,0
train,AoF00060.jpg,AoF,60,0,Neither,0,0
train,AoF00061.jpg,AoF,61,0,Neither,0,0
train,AoF00064.jpg,AoF,64,0,Neither,0,0
train,AoF00065.jpg,AoF,65,0,Neither,0,0
train,AoF00067.jpg,AoF,67,0,Neither,0,0
train,AoF00068.jpg,AoF,68,0,Neither,0,0
train,AoF00069.jpg,AoF,69,0,Neither,0,0
train,AoF00070.jpg,AoF,70,0,Neither,0,0
train,AoF00071.jpg,AoF,71,0,Neither,0,0
train,AoF00072.jpg,AoF,72,0,Neither,0,0
train,AoF00073.jpg,AoF,73,0,Neither,0,0
train,AoF00074.jpg,AoF,74,0,Neither,0,0
train,AoF00075.jpg,AoF,75,0,Neither,0,0
train,AoF00078.jpg,AoF,78,0,Neither,0,0
train,AoF00079.jpg,AoF,79,0,Neither,0,0
train,AoF00080.jpg,AoF,80,0,Neither,0,0
train,AoF00081.jpg,AoF,81,0,Neither,0,0
train,AoF00082.jpg,AoF,82,0,Neither,0,0
train,AoF00083.jpg,AoF,83,0,Neither,0,0
train,AoF00084.jpg,AoF,84,0,Neither,0,0
train,AoF00085.jpg,AoF,85,0,Neither,0,0
train,AoF00086.jpg,AoF,86,0,Neither,0,0
train,AoF00087.jpg,AoF,87,0,Neither,0,0
train,AoF00088.jpg,AoF,88,0,Neither,0,0
train,AoF00089.jpg,AoF,89,0,Neither,0,0
train,AoF00090.jpg,AoF,90,0,Neither,0,0
train,AoF00091.jpg,AoF,91,0,Neither,0,0
train,AoF00092.jpg,AoF,92,0,Neither,0,0
train,AoF00093.jpg,AoF,93,0,Neither,0,0
train,AoF00094.jpg,AoF,94,0,Neither,0,0
train,AoF00095.jpg,AoF,95,0,Neither,0,0
train,AoF00096.jpg,AoF,96,0,Neither,0,0
train,AoF00097.jpg,AoF,97,0,Neither,0,0
train,AoF00098.jpg,AoF,98,0,Neither,0,0
train,AoF00099.jpg,AoF,99,0,Neither,0,0
train,AoF00100.jpg,AoF,100,0,Neither,0,0
train,AoF00102.jpg,AoF,102,0,Neither,0,0
train,AoF00103.jpg,AoF,103,0,Neither,0,0
train,AoF00104.jpg,AoF,104,0,Neither,0,0
train,AoF00105.jpg,AoF,105,0,Neither,0,0
train,AoF00107.jpg,AoF,107,0,Neither,0,0
train,AoF00108.jpg,AoF,108,0,Neither,0,0
train,AoF00109.jpg,AoF,109,0,Neither,0,0
train,AoF00110.jpg,AoF,110,0,Neither,0,0
train,AoF00111.jpg,AoF,111,0,Neither,0,0
train,AoF00112.jpg,AoF,112,0,Neither,0,0
train,AoF00113.jpg,AoF,113,0,Neither,0,0
train,AoF00114.jpg,AoF,114,0,Neither,0,0
train,AoF00116.jpg,AoF,116,0,Neither,0,0
train,AoF00117.jpg,AoF,117,0,Neither,0,0
train,AoF00118.jpg,AoF,118,0,Neither,0,0
train,AoF00119.jpg,AoF,119,0,Neither,0,0
train,AoF00120.jpg,AoF,120,0,Neither,0,0
train,AoF00123.jpg,AoF,123,0,Neither,0,0
train,AoF00124.jpg,AoF,124,0,Neither,0,0
train,AoF00125.jpg,AoF,125,0,Neither,0,0
train,AoF00126.jpg,AoF,126,0,Neither,0,0
train,AoF00127.jpg,AoF,127,0,Neither,0,0
train,AoF00128.jpg,AoF,128,0,Neither,0,0
train,AoF00129.jpg,AoF,129,0,Neither,0,0
train,AoF00130.jpg,AoF,130,0,Neither,0,0
train,AoF00131.jpg,AoF,131,0,Neither,0,0
train,AoF00132.jpg,AoF,132,0,Neither,0,0
train,AoF00133.jpg,AoF,133,0,Neither,0,0
train,AoF00134.jpg,AoF,134,0,Neither,0,0
train,AoF00135.jpg,AoF,135,0,Neither,0,0
train,AoF00136.jpg,AoF,136,0,Neither,0,0
train,AoF00137.jpg,AoF,137,0,Neither,0,0
train,AoF00139.jpg,AoF,139,0,Neither,0,0
train,AoF00140.jpg,AoF,140,0,Neither,0,0
train,AoF00141.jpg,AoF,141,0,Neither,0,0
train,AoF00144.jpg,AoF,144,0,Neither,0,0
train,AoF00145.jpg,AoF,145,0,Neither,0,0
train,AoF00146.jpg,AoF,146,0,Neither,0,0
train,AoF00147.jpg,AoF,147,0,Neither,0,0
train,AoF00148.jpg,AoF,148,0,Neither,0,0
train,AoF00149.jpg,AoF,149,0,Neither,0,0
train,AoF00150.jpg,AoF,150,0,Neither,0,0
train,AoF00151.jpg,AoF,151,0,Neither,0,0
train,AoF00152.jpg,AoF,152,0,Neither,0,0
train,AoF00154.jpg,AoF,154,0,Neither,0,0
train,AoF00155.jpg,AoF,155,0,Neither,0,0
train,AoF00156.jpg,AoF,156,0,Neither,0,0
train,AoF00157.jpg,AoF,157,0,Neither,0,0
train,AoF00158.jpg,AoF,158,0,Neither,0,0
train,AoF00160.jpg,AoF,160,0,Neither,0,0
train,AoF00161.jpg,AoF,161,0,Neither,0,0
train,AoF00162.jpg,AoF,162,0,Neither,0,0
train,AoF00164.jpg,AoF,164,0,Neither,0,0
train,AoF00165.jpg,AoF,165,0,Neither,0,0
train,AoF00166.jpg,AoF,166,0,Neither,0,0
train,AoF00167.jpg,AoF,167,0,Neither,0,0
train,AoF00168.jpg,AoF,168,0,Neither,0,0
train,AoF00170.jpg,AoF,170,0,Neither,0,0
train,AoF00171.jpg,AoF,171,0,Neither,0,0
train,AoF00172.jpg,AoF,172,0,Neither,0,0
train,AoF00173.jpg,AoF,173,0,Neither,0,0
train,AoF00174.jpg,AoF,174,0,Neither,0,0
train,AoF00175.jpg,AoF,175,0,Neither,0,0
train,AoF00176.jpg,AoF,176,0,Neither,0,0
train,AoF00177.jpg,AoF,177,0,Neither,0,0
train,AoF00178.jpg,AoF,178,0,Neither,0,0
train,AoF00179.jpg,AoF,179,0,Neither,0,0
train,AoF00180.jpg,AoF,180,0,Neither,0,0
train,AoF00181.jpg,AoF,181,0,Neither,0,0
train,AoF00182.jpg,AoF,182,0,Neither,0,0
train,AoF00183.jpg,AoF,183,0,Neither,0,0
train,AoF00186.jpg,AoF,186,0,Neither,0,0
train,AoF00188.jpg,AoF,188,0,Neither,0,0
train,AoF00190.jpg,AoF,190,0,Neither,0,0
train,AoF00193.jpg,AoF,193,0,Neither,0,0
train,AoF00194.jpg,AoF,194,0,Neither,0,0
train,AoF00195.jpg,AoF,195,0,Neither,0,0
train,AoF00196.jpg,AoF,196,0,Neither,0,0
train,AoF00197.jpg,AoF,197,0,Neither,0,0
train,AoF00198.jpg,AoF,198,0,Neither,0,0
train,AoF00199.jpg,AoF,199,0,Neither,0,0
train,AoF00200.jpg,AoF,200,0,Neither,0,0
train,AoF00201.jpg,AoF,201,0,Neither,0,0
train,AoF00202.jpg,AoF,202,0,Neither,0,0
train,AoF00203.jpg,AoF,203,0,Neither,0,0
train,AoF00205.jpg,AoF,205,0,Neither,0,0
train,AoF00206.jpg,AoF,206,0,Neither,0,0
train,AoF00207.jpg,AoF,207,0,Neither,0,0
train,AoF00208.jpg,AoF,208,0,Neither,0,0
train,AoF00209.jpg,AoF,209,0,Neither,0,0
train,AoF00210.jpg,AoF,210,0,Neither,0,0
train,AoF00211.jpg,AoF,211,0,Neither,0,0
train,AoF00213.jpg,AoF,213,0,Neither,0,0
train,AoF00214.jpg,AoF,214,0,Neither,0,0
train,AoF00215.jpg,AoF,215,0,Neither,0,0
train,AoF00216.jpg,AoF,216,0,Neither,0,0
train,AoF00217.jpg,AoF,217,0,Neither,0,0
train,AoF00218.jpg,AoF,218,0,Neither,0,0
train,AoF00219.jpg,AoF,219,0,Neither,0,0
train,AoF00220.jpg,AoF,220,0,Neither,0,0
train,AoF00221.jpg,AoF,221,0,Neither,0,0
train,AoF00222.jpg,AoF,222,0,Neither,0,0
train,AoF00223.jpg,AoF,223,0,Neither,0,0
train,AoF00224.jpg,AoF,224,0,Neither,0,0
train,AoF00225.jpg,AoF,225,0,Neither,0,0
train,AoF00226.jpg,AoF,226,0,Neither,0,0
train,AoF00227.jpg,AoF,227,0,Neither,0,0
train,AoF00228.jpg,AoF,228,0,Neither,0,0
train,AoF00230.jpg,AoF,230,0,Neither,0,0
train,AoF00231.jpg,AoF,231,0,Neither,0,0
train,AoF00232.jpg,AoF,232,0,Neither,0,0
train,AoF00234.jpg,AoF,234,0,Neither,0,0
train,AoF00235.jpg,AoF,235,0,Neither,0,0
train,AoF00236.jpg,AoF,236,0,Neither,0,0
train,AoF00238.jpg,AoF,238,0,Neither,0,0
train,AoF00239.jpg,AoF,239,0,Neither,0,0
train,AoF00240.jpg,AoF,240,0,Neither,0,0
train,AoF00241.jpg,AoF,241,0,Neither,0,0
train,AoF00243.jpg,AoF,243,0,Neither,0,0
train,AoF00244.jpg,AoF,244,0,Neither,0,0
train,AoF00246.jpg,AoF,246,0,Neither,0,0
train,AoF00247.jpg,AoF,247,0,Neither,0,0
train,AoF00248.jpg,AoF,248,0,Neither,0,0
train,AoF00249.jpg,AoF,249,0,Neither,0,0
train,AoF00250.jpg,AoF,250,0,Neither,0,0
train,AoF00251.jpg,AoF,251,0,Neither,0,0
train,AoF00252.jpg,AoF,252,0,Neither,0,0
train,AoF00253.jpg,AoF,253,0,Neither,0,0
train,AoF00255.jpg,AoF,255,0,Neither,0,0
train,AoF00256.jpg,AoF,256,0,Neither,0,0
train,AoF00257.jpg,AoF,257,0,Neither,0,0
train,AoF00258.jpg,AoF,258,0,Neither,0,0
train,AoF00259.jpg,AoF,259,0,Neither,0,0
train,AoF00261.jpg,AoF,261,0,Neither,0,0
train,AoF00262.jpg,AoF,262,0,Neither,0,0
train,AoF00263.jpg,AoF,263,0,Neither,0,0
train,AoF00264.jpg,AoF,264,0,Neither,0,0
train,AoF00265.jpg,AoF,265,0,Neither,0,0
train,AoF00266.jpg,AoF,266,0,Neither,0,0
train,AoF00267.jpg,AoF,267,0,Neither,0,0
train,AoF00268.jpg,AoF,268,0,Neither,0,0
train,AoF00269.jpg,AoF,269,0,Neither,0,0
train,AoF00270.jpg,AoF,270,0,Neither,0,0
train,AoF00271.jpg,AoF,271,0,Neither,0,0
train,AoF00272.jpg,AoF,272,0,Neither,0,0
train,AoF00273.jpg,AoF,273,0,Neither,0,0
train,AoF00275.jpg,AoF,275,0,Neither,0,0
train,AoF00276.jpg,AoF,276,0,Neither,0,0
train,AoF00277.jpg,AoF,277,0,Neither,0,0
train,AoF00278.jpg,AoF,278,0,Neither,0,0
train,AoF00279.jpg,AoF,279,0,Neither,0,0
train,AoF00281.jpg,AoF,281,0,Neither,0,0
train,AoF00283.jpg,AoF,283,0,Neither,0,0
train,AoF00284.jpg,AoF,284,0,Neither,0,0
train,AoF00285.jpg,AoF,285,0,Neither,0,0
train,AoF00287.jpg,AoF,287,0,Neither,0,0
train,AoF00288.jpg,AoF,288,0,Neither,0,0
train,AoF00289.jpg,AoF,289,0,Neither,0,0
train,AoF00290.jpg,AoF,290,0,Neither,0,0
train,AoF00291.jpg,AoF,291,0,Neither,0,0
train,AoF00293.jpg,AoF,293,0,Neither,0,0
train,AoF00294.jpg,AoF,294,0,Neither,0,0
train,AoF00295.jpg,AoF,295,0,Neither,0,0
train,AoF00297.jpg,AoF,297,0,Neither,0,0
train,AoF00298.jpg,AoF,298,0,Neither,0,0
train,AoF00299.jpg,AoF,299,0,Neither,0,0
train,AoF00300.jpg,AoF,300,0,Neither,0,0
train,AoF00301.jpg,AoF,301,0,Neither,0,0
train,AoF00302.jpg,AoF,302,0,Neither,0,0
train,AoF00303.jpg,AoF,303,0,Neither,0,0
train,AoF00304.jpg,AoF,304,0,Neither,0,0
train,AoF00305.jpg,AoF,305,0,Neither,0,0
train,AoF00306.jpg,AoF,306,0,Neither,0,0
train,AoF00307.jpg,AoF,307,0,Neither,0,0
train,AoF00308.jpg,AoF,308,0,Neither,0,0
train,AoF00309.jpg,AoF,309,0,Neither,0,0
train,AoF00310.jpg,AoF,310,0,Neither,0,0
train,AoF00311.jpg,AoF,311,0,Neither,0,0
train,AoF00312.jpg,AoF,312,0,Neither,0,0
train,AoF00313.jpg,AoF,313,0,Neither,0,0
train,AoF00315.jpg,AoF,315,0,Neither,0,0
train,AoF00316.jpg,AoF,316,0,Neither,0,0
train,AoF00317.jpg,AoF,317,0,Neither,0,0
train,AoF00319.jpg,AoF,319,0,Neither,0,0
train,AoF00321.jpg,AoF,321,0,Neither,0,0
train,AoF00322.jpg,AoF,322,0,Neither,0,0
train,AoF00323.jpg,AoF,323,0,Neither,0,0
train,AoF00324.jpg,AoF,324,0,Neither,0,0
train,AoF00326.jpg,AoF,326,0,Neither,0,0
train,AoF00327.jpg,AoF,327,0,Neither,0,0
train,AoF00329.jpg,AoF,329,0,Neither,0,0
train,AoF00330.jpg,AoF,330,0,Neither,0,0
train,AoF00331.jpg,AoF,331,0,Neither,0,0
train,AoF00332.jpg,AoF,332,0,Neither,0,0
train,AoF00333.jpg,AoF,333,0,Neither,0,0
train,AoF00334.jpg,AoF,334,0,Neither,0,0
train,AoF00335.jpg,AoF,335,0,Neither,0,0
train,AoF00336.jpg,AoF,336,0,Neither,0,0
train,AoF00337.jpg,AoF,337,0,Neither,0,0
train,AoF00338.jpg,AoF,338,0,Neither,0,0
train,AoF00339.jpg,AoF,339,0,Neither,0,0
train,AoF00340.jpg,AoF,340,0,Neither,0,0
train,AoF00341.jpg,AoF,341,0,Neither,0,0
train,AoF00342.jpg,AoF,342,0,Neither,0,0
train,AoF00343.jpg,AoF,343,0,Neither,0,0
train,AoF00344.jpg,AoF,344,0,Neither,0,0
train,AoF00345.jpg,AoF,345,0,Neither,0,0
train,AoF00346.jpg,AoF,346,0,Neither,0,0
train,AoF00347.jpg,AoF,347,0,Neither,0,0
train,AoF00348.jpg,AoF,348,0,Neither,0,0
train,AoF00349.jpg,AoF,349,0,Neither,0,0
train,AoF00352.jpg,AoF,352,0,Neither,0,0
train,AoF00353.jpg,AoF,353,0,Neither,0,0
train,AoF00354.jpg,AoF,354,0,Neither,0,0
train,AoF00355.jpg,AoF,355,0,Neither,0,0
train,AoF00359.jpg,AoF,359,0,Neither,0,0
train,AoF00360.jpg,AoF,360,0,Neither,0,0
train,AoF00361.jpg,AoF,361,0,Neither,0,0
train,AoF00362.jpg,AoF,362,0,Neither,0,0
train,AoF00365.jpg,AoF,365,0,Neither,0,0
train,AoF00366.jpg,AoF,366,0,Neither,0,0
train,AoF00367.jpg,AoF,367,0,Neither,0,0
train,AoF00368.jpg,AoF,368,0,Neither,0,0
train,AoF00370.jpg,AoF,370,0,Neither,0,0
train,AoF00372.jpg,AoF,372,0,Neither,0,0
train,AoF00373.jpg,AoF,373,0,Neither,0,0
train,AoF00374.jpg,AoF,374,0,Neither,0,0
train,AoF00375.jpg,AoF,375,0,Neither,0,0
train,AoF00376.jpg,AoF,376,0,Neither,0,0
train,AoF00377.jpg,AoF,377,0,Neither,0,0
train,AoF00378.jpg,AoF,378,0,Neither,0,0
train,AoF00379.jpg,AoF,379,0,Neither,0,0
train,AoF00380.jpg,AoF,380,0,Neither,0,0
train,AoF00381.jpg,AoF,381,0,Neither,0,0
train,AoF00382.jpg,AoF,382,0,Neither,0,0
train,AoF00383.jpg,AoF,383,0,Neither,0,0
train,AoF00384.jpg,AoF,384,0,Neither,0,0
train,AoF00385.jpg,AoF,385,0,Neither,0,0
train,AoF00386.jpg,AoF,386,0,Neither,0,0
train,AoF00387.jpg,AoF,387,0,Neither,0,0
train,AoF00388.jpg,AoF,388,0,Neither,0,0
train,AoF00389.jpg,AoF,389,0,Neither,0,0
train,AoF00390.jpg,AoF,390,0,Neither,0,0
train,AoF00391.jpg,AoF,391,0,Neither,0,0
train,AoF00392.jpg,AoF,392,0,Neither,0,0
train,AoF00393.jpg,AoF,393,0,Neither,0,0
train,AoF00396.jpg,AoF,396,0,Neither,0,0
train,AoF00397.jpg,AoF,397,0,Neither,0,0
train,AoF00398.jpg,AoF,398,0,Neither,0,0
train,AoF00399.jpg,AoF,399,0,Neither,0,0
train,AoF00400.jpg,AoF,400,0,Neither,0,0
train,AoF00401.jpg,AoF,401,0,Neither,0,0
train,AoF00402.jpg,AoF,402,0,Neither,0,0
train,AoF00404.jpg,AoF,404,0,Neither,0,0
train,AoF00405.jpg,AoF,405,0,Neither,0,0
train,AoF00406.jpg,AoF,406,0,Neither,0,0
train,AoF00407.jpg,AoF,407,0,Neither,0,0
train,AoF00408.jpg,AoF,408,0,Neither,0,0
train,AoF00409.jpg,AoF,409,0,Neither,0,0
train,AoF00410.jpg,AoF,410,0,Neither,0,0
train,AoF00411.jpg,AoF,411,0,Neither,0,0
train,AoF00412.jpg,AoF,412,0,Neither,0,0
train,AoF00413.jpg,AoF,413,0,Neither,0,0
train,AoF00414.jpg,AoF,414,0,Neither,0,0
train,AoF00416.jpg,AoF,416,0,Neither,0,0
train,AoF00417.jpg,AoF,417,0,Neither,0,0
train,AoF00418.jpg,AoF,418,0,Neither,0,0
train,AoF00419.jpg,AoF,419,0,Neither,0,0
train,AoF00420.jpg,AoF,420,0,Neither,0,0
train,AoF00421.jpg,AoF,421,0,Neither,0,0
train,AoF00423.jpg,AoF,423,0,Neither,0,0
train,AoF00424.jpg,AoF,424,0,Neither,0,0
train,AoF00425.jpg,AoF,425,0,Neither,0,0
train,AoF00426.jpg,AoF,426,0,Neither,0,0
train,AoF00427.jpg,AoF,427,0,Neither,0,0
train,AoF00428.jpg,AoF,428,0,Neither,0,0
train,AoF00429.jpg,AoF,429,0,Neither,0,0
train,AoF00430.jpg,AoF,430,0,Neither,0,0
train,AoF00431.jpg,AoF,431,0,Neither,0,0
train,AoF00433.jpg,AoF,433,0,Neither,0,0
train,AoF00434.jpg,AoF,434,0,Neither,0,0
train,AoF00435.jpg,AoF,435,0,Neither,0,0
train,AoF00436.jpg,AoF,436,0,Neither,0,0
train,AoF00437.jpg,AoF,437,0,Neither,0,0
train,AoF00438.jpg,AoF,438,0,Neither,0,0
train,AoF00439.jpg,AoF,439,0,Neither,0,0
train,AoF00440.jpg,AoF,440,0,Neither,0,0
train,AoF00442.jpg,AoF,442,0,Neither,0,0
train,AoF00443.jpg,AoF,443,0,Neither,0,0
train,AoF00444.jpg,AoF,444,0,Neither,0,0
train,AoF00445.jpg,AoF,445,0,Neither,0,0
train,AoF00447.jpg,AoF,447,0,Neither,0,0
train,AoF00448.jpg,AoF,448,0,Neither,0,0
train,AoF00449.jpg,AoF,449,0,Neither,0,0
train,AoF00450.jpg,AoF,450,0,Neither,0,0
train,AoF00451.jpg,AoF,451,0,Neither,0,0
train,AoF00452.jpg,AoF,452,0,Neither,0,0
train,AoF00453.jpg,AoF,453,0,Neither,0,0
train,AoF00454.jpg,AoF,454,0,Neither,0,0
train,AoF00455.jpg,AoF,455,0,Neither,0,0
train,AoF00456.jpg,AoF,456,0,Neither,0,0
train,AoF00458.jpg,AoF,458,0,Neither,0,0
train,AoF00459.jpg,AoF,459,0,Neither,0,0
train,AoF00461.jpg,AoF,461,0,Neither,0,0
train,AoF00462.jpg,AoF,462,0,Neither,0,0
train,AoF00463.jpg,AoF,463,0,Neither,0,0
train,AoF00464.jpg,AoF,464,0,Neither,0,0
train,AoF00466.jpg,AoF,466,0,Neither,0,0
train,AoF00467.jpg,AoF,467,0,Neither,0,0
train,AoF00468.jpg,AoF,468,0,Neither,0,0
train,AoF00469.jpg,AoF,469,0,Neither,0,0
train,AoF00470.jpg,AoF,470,0,Neither,0,0
train,AoF00471.jpg,AoF,471,0,Neither,0,0
train,AoF00474.jpg,AoF,474,0,Neither,0,0
train,AoF00475.jpg,AoF,475,0,Neither,0,0
train,AoF00476.jpg,AoF,476,0,Neither,0,0
train,AoF00477.jpg,AoF,477,0,Neither,0,0
train,AoF00478.jpg,AoF,478,0,Neither,0,0
train,AoF00479.jpg,AoF,479,0,Neither,0,0
train,AoF00480.jpg,AoF,480,0,Neither,0,0
train,AoF00481.jpg,AoF,481,0,Neither,0,0
train,AoF00482.jpg,AoF,482,0,Neither,0,0
train,AoF00484.jpg,AoF,484,0,Neither,0,0
train,AoF00485.jpg,AoF,485,0,Neither,0,0
train,AoF00486.jpg,AoF,486,0,Neither,0,0
train,AoF00487.jpg,AoF,487,0,Neither,0,0
train,AoF00489.jpg,AoF,489,0,Neither,0,0
train,AoF00491.jpg,AoF,491,0,Neither,0,0
train,AoF00492.jpg,AoF,492,0,Neither,0,0
train,AoF00493.jpg,AoF,493,0,Neither,0,0
train,AoF00495.jpg,AoF,495,0,Neither,0,0
train,AoF00496.jpg,AoF,496,0,Neither,0,0
train,AoF00497.jpg,AoF,497,0,Neither,0,0
train,AoF00498.jpg,AoF,498,0,Neither,0,0
train,AoF00500.jpg,AoF,500,0,Neither,0,0
train,AoF00501.jpg,AoF,501,0,Neither,0,0
train,AoF00503.jpg,AoF,503,0,Neither,0,0
train,AoF00504.jpg,AoF,504,0,Neither,0,0
train,AoF00505.jpg,AoF,505,0,Neither,0,0
train,AoF00506.jpg,AoF,506,0,Neither,0,0
train,AoF00508.jpg,AoF,508,0,Neither,0,0
train,AoF00509.jpg,AoF,509,0,Neither,0,0
train,AoF00510.jpg,AoF,510,0,Neither,0,0
train,AoF00512.jpg,AoF,512,0,Neither,0,0
train,AoF00513.jpg,AoF,513,0,Neither,0,0
train,AoF00517.jpg,AoF,517,0,Neither,0,0
train,AoF00518.jpg,AoF,518,0,Neither,0,0
train,AoF00519.jpg,AoF,519,0,Neither,0,0
train,AoF00520.jpg,AoF,520,0,Neither,0,0
train,AoF00521.jpg,AoF,521,0,Neither,0,0
train,AoF00522.jpg,AoF,522,0,Neither,0,0
train,AoF00523.jpg,AoF,523,0,Neither,0,0
train,AoF00524.jpg,AoF,524,0,Neither,0,0
train,AoF00525.jpg,AoF,525,0,Neither,0,0
train,AoF00526.jpg,AoF,526,0,Neither,0,0
train,AoF00528.jpg,AoF,528,0,Neither,0,0
train,AoF00529.jpg,AoF,529,0,Neither,0,0
train,AoF00530.jpg,AoF,530,0,Neither,0,0
train,AoF00531.jpg,AoF,531,0,Neither,0,0
train,AoF00532.jpg,AoF,532,0,Neither,0,0
train,AoF00533.jpg,AoF,533,0,Neither,0,0
train,AoF00534.jpg,AoF,534,0,Neither,0,0
train,AoF00536.jpg,AoF,536,0,Neither,0,0
train,AoF00537.jpg,AoF,537,0,Neither,0,0
train,AoF00538.jpg,AoF,538,0,Neither,0,0
train,AoF00539.jpg,AoF,539,0,Neither,0,0
train,AoF00540.jpg,AoF,540,0,Neither,0,0
train,AoF00541.jpg,AoF,541,0,Neither,0,0
train,AoF00545.jpg,AoF,545,0,Neither,0,0
train,AoF00546.jpg,AoF,546,0,Neither,0,0
train,AoF00547.jpg,AoF,547,0,Neither,0,0
train,AoF00548.jpg,AoF,548,0,Neither,0,0
train,AoF00549.jpg,AoF,549,0,Neither,0,0
train,AoF00550.jpg,AoF,550,0,Neither,0,0
train,AoF00552.jpg,AoF,552,0,Neither,0,0
train,AoF00554.jpg,AoF,554,0,Neither,0,0
train,AoF00555.jpg,AoF,555,0,Neither,0,0
train,AoF00556.jpg,AoF,556,0,Neither,0,0
train,AoF00557.jpg,AoF,557,0,Neither,0,0
train,AoF00558.jpg,AoF,558,0,Neither,0,0
train,AoF00559.jpg,AoF,559,0,Neither,0,0
train,AoF00560.jpg,AoF,560,0,Neither,0,0
train,AoF00562.jpg,AoF,562,0,Neither,0,0
train,AoF00563.jpg,AoF,563,0,Neither,0,0
train,AoF00564.jpg,AoF,564,0,Neither,0,0
train,AoF00565.jpg,AoF,565,0,Neither,0,0
train,AoF00566.jpg,AoF,566,0,Neither,0,0
train,AoF00567.jpg,AoF,567,0,Neither,0,0
train,AoF00568.jpg,AoF,568,0,Neither,0,0
train,AoF00570.jpg,AoF,570,0,Neither,0,0
train,AoF00571.jpg,AoF,571,0,Neither,0,0
train,AoF00572.jpg,AoF,572,0,Neither,0,0
train,AoF00573.jpg,AoF,573,0,Neither,0,0
train,AoF00574.jpg,AoF,574,0,Neither,0,0
train,AoF00575.jpg,AoF,575,0,Neither,0,0
train,AoF00576.jpg,AoF,576,0,Neither,0,0
train,AoF00578.jpg,AoF,578,0,Neither,0,0
train,AoF00579.jpg,AoF,579,0,Neither,0,0
train,AoF00582.jpg,AoF,582,0,Neither,0,0
train,AoF00583.jpg,AoF,583,0,Neither,0,0
train,AoF00584.jpg,AoF,584,0,Neither,0,0
train,AoF00585.jpg,AoF,585,0,Neither,0,0
train,AoF00586.jpg,AoF,586,0,Neither,0,0
train,AoF00587.jpg,AoF,587,0,Neither,0,0
train,AoF00589.jpg,AoF,589,0,Neither,0,0
train,AoF00590.jpg,AoF,590,0,Neither,0,0
train,AoF00592.jpg,AoF,592,0,Neither,0,0
train,AoF00593.jpg,AoF,593,0,Neither,0,0
train,AoF00594.jpg,AoF,594,0,Neither,0,0
train,AoF00595.jpg,AoF,595,0,Neither,0,0
train,AoF00596.jpg,AoF,596,0,Neither,0,0
train,AoF00597.jpg,AoF,597,0,Neither,0,0
