model,image,truth_fire,pred_fire_at_010,top_fire_conf,top_any_conf
fp32-control,AoF06784.jpg,False,False,0.0,0.0
fp32-control,AoF06785.jpg,False,False,0.0,0.0
fp32-control,AoF06786.jpg,False,False,0.0,0.0
fp32-control,AoF06787.jpg,False,False,0.0,0.0
fp32-control,AoF06788.jpg,False,False,0.0,0.0
fp32-control,AoF06789.jpg,False,False,0.0,0.0
fp32-control,AoF06790.jpg,False,False,0.0,0.0
fp32-control,AoF06791.jpg,False,False,0.0,0.0
fp32-control,AoF06792.jpg,False,False,0.0,0.0
fp32-control,AoF06793.jpg,False,False,0.0,0.0
fp32-control,AoF06794.jpg,False,False,0.0,0.0
fp32-control,AoF06795.jpg,False,False,0.0,0.0
fp32-control,AoF06796.jpg,False,False,0.0,0.0
fp32-control,AoF06797.jpg,False,False,0.0,0.0
fp32-control,AoF06798.jpg,False,False,0.0,0.0
fp32-control,AoF06799.jpg,False,False,0.0,0.0
fp32-control,AoF06800.jpg,False,False,0.0,0.0
fp32-control,AoF06801.jpg,False,False,0.0,0.0
fp32-control,AoF06802.jpg,False,False,0.0,0.21608802676200867
fp32-control,AoF06803.jpg,False,False,0.0,0.0
fp32-control,AoF06804.jpg,False,False,0.0,0.0
fp32-control,AoF06805.jpg,False,False,0.0,0.0
fp32-control,AoF06806.jpg,False,False,0.0,0.0
fp32-control,AoF06807.jpg,False,False,0.0,0.0
fp32-control,AoF06808.jpg,False,False,0.0,0.0
fp32-control,AoF06809.jpg,False,False,0.0,0.0
fp32-control,AoF06810.jpg,False,False,0.0,0.0
fp32-control,AoF06811.jpg,False,False,0.0,0.0
fp32-control,AoF06812.jpg,False,False,0.0,0.0
fp32-control,AoF06813.jpg,False,False,0.0,0.0
fp32-control,AoF06814.jpg,False,False,0.0,0.0
fp32-control,AoF06815.jpg,False,False,0.0,0.0
fp32-control,AoF06816.jpg,False,False,0.0,0.0
fp32-control,AoF06817.jpg,False,False,0.0,0.0
fp32-control,AoF06818.jpg,False,False,0.0,0.0
fp32-control,AoF06819.jpg,False,False,0.0,0.0
fp32-control,AoF06820.jpg,False,False,0.0,0.0
fp32-control,AoF06821.jpg,False,False,0.0,0.0
fp32-control,AoF06822.jpg,False,False,0.0,0.0
fp32-control,AoF06823.jpg,False,False,0.0,0.0
fp32-control,AoF06824.jpg,False,False,0.0,0.0
fp32-control,AoF06825.jpg,False,False,0.0,0.0
fp32-control,AoF06826.jpg,False,False,0.0,0.0
fp32-control,AoF06827.jpg,False,False,0.0,0.0
fp32-control,AoF06828.jpg,False,False,0.0,0.0
fp32-control,AoF06829.jpg,False,False,0.0,0.0
fp32-control,AoF06830.jpg,False,False,0.0,0.0
fp32-control,AoF06831.jpg,False,False,0.0,0.0
fp32-control,AoF06832.jpg,False,False,0.0,0.0
fp32-control,AoF06833.jpg,False,False,0.0,0.0
fp32-control,AoF06834.jpg,False,False,0.0,0.0
fp32-control,AoF06835.jpg,False,False,0.0,0.0
fp32-control,AoF06836.jpg,False,False,0.0,0.0
fp32-control,AoF06837.jpg,False,False,0.0,0.0
fp32-control,AoF06838.jpg,False,False,0.0,0.0
fp32-control,AoF06839.jpg,False,False,0.0,0.0
fp32-control,AoF06840.jpg,False,False,0.0,0.0
fp32-control,AoF06841.jpg,False,False,0.0,0.0
fp32-control,AoF06842.jpg,False,False,0.0,0.0
fp32-control,AoF06843.jpg,False,False,0.0,0.0
fp32-control,AoF06844.jpg,False,False,0.0,0.0
fp32-control,AoF06845.jpg,False,False,0.0,0.0
fp32-control,AoF06846.jpg,False,False,0.0,0.0
fp32-control,AoF06847.jpg,False,False,0.0,0.0
fp32-control,AoF06848.jpg,False,False,0.0,0.0
fp32-control,AoF06849.jpg,False,False,0.0,0.0
fp32-control,AoF06850.jpg,False,False,0.0,0.0
fp32-control,AoF06851.jpg,False,False,0.0,0.0
fp32-control,AoF06852.jpg,False,False,0.0,0.0
fp32-control,AoF06853.jpg,False,False,0.0,0.0
fp32-control,AoF06854.jpg,False,False,0.0,0.0
fp32-control,AoF06855.jpg,False,False,0.0,0.0
fp32-control,AoF06856.jpg,False,False,0.0,0.0
fp32-control,AoF06857.jpg,False,False,0.0,0.0
fp32-control,AoF06858.jpg,False,False,0.0,0.15758290886878967
fp32-control,AoF06859.jpg,False,False,0.0,0.0
fp32-control,AoF06860.jpg,False,False,0.0,0.0
fp32-control,AoF06861.jpg,False,False,0.0,0.0
fp32-control,AoF06862.jpg,False,False,0.0,0.0
fp32-control,AoF06863.jpg,False,False,0.0,0.0
fp32-control,AoF06864.jpg,False,False,0.0,0.0
fp32-control,AoF06865.jpg,False,False,0.0,0.0
fp32-control,AoF06866.jpg,False,False,0.0,0.0
fp32-control,AoF06867.jpg,False,False,0.0,0.0
fp32-control,AoF06868.jpg,False,False,0.0,0.0
fp32-control,AoF06869.jpg,False,False,0.0,0.0
fp32-control,AoF06870.jpg,False,False,0.0,0.0
fp32-control,AoF06871.jpg,False,False,0.0,0.0
fp32-control,AoF06872.jpg,False,False,0.0,0.0
fp32-control,AoF06873.jpg,False,False,0.0,0.0
fp32-control,AoF06874.jpg,False,False,0.0,0.0
fp32-control,AoF06875.jpg,False,False,0.0,0.0
fp32-control,AoF06876.jpg,False,False,0.0,0.0
fp32-control,AoF06877.jpg,False,False,0.0,0.0
fp32-control,AoF06878.jpg,False,False,0.0,0.0
fp32-control,AoF06879.jpg,False,False,0.0,0.0
fp32-control,AoF06880.jpg,False,False,0.0,0.0
fp32-control,AoF06881.jpg,False,False,0.0,0.0
fp32-control,AoF06882.jpg,False,False,0.0,0.0
fp32-control,AoF06883.jpg,False,False,0.0,0.0
fp32-control,AoF06884.jpg,False,False,0.0,0.0
fp32-control,AoF06885.jpg,False,False,0.0,0.0
fp32-control,AoF06886.jpg,False,False,0.0,0.0
fp32-control,AoF06887.jpg,False,False,0.0,0.0
fp32-control,AoF06888.jpg,False,False,0.0,0.0
fp32-control,AoF06889.jpg,False,False,0.0,0.0
fp32-control,AoF06890.jpg,False,False,0.0,0.0
fp32-control,AoF06891.jpg,False,False,0.0,0.0
fp32-control,AoF06892.jpg,False,False,0.0,0.0
fp32-control,AoF06893.jpg,False,False,0.0,0.0
fp32-control,AoF06894.jpg,False,False,0.0,0.0
fp32-control,AoF06895.jpg,False,False,0.0,0.0
fp32-control,AoF06896.jpg,False,False,0.0,0.0
fp32-control,AoF06897.jpg,False,False,0.0,0.0
fp32-control,AoF06898.jpg,False,False,0.0,0.38144028186798096
fp32-control,AoF06899.jpg,False,False,0.0,0.0
fp32-control,AoF06900.jpg,False,False,0.0,0.0
fp32-control,AoF06901.jpg,False,False,0.0,0.0
fp32-control,AoF06902.jpg,False,False,0.0,0.0
fp32-control,AoF06903.jpg,False,False,0.0,0.0
fp32-control,AoF06904.jpg,False,False,0.0,0.0
fp32-control,AoF06905.jpg,False,False,0.0,0.0
fp32-control,AoF06906.jpg,False,False,0.0,0.0
fp32-control,AoF06907.jpg,False,False,0.0,0.0
fp32-control,AoF06908.jpg,False,False,0.0,0.0
fp32-control,AoF06909.jpg,False,False,0.0,0.0
fp32-control,AoF06910.jpg,False,False,0.0,0.0
fp32-control,AoF06911.jpg,False,False,0.0,0.0
fp32-control,AoF06912.jpg,False,False,0.0,0.0
fp32-control,AoF06913.jpg,False,False,0.0,0.0
fp32-control,AoF06914.jpg,False,False,0.0,0.0
fp32-control,AoF06915.jpg,False,False,0.0,0.0
fp32-control,AoF06916.jpg,False,False,0.0,0.0
fp32-control,AoF06917.jpg,False,False,0.0,0.0
fp32-control,AoF06918.jpg,False,False,0.0,0.0
fp32-control,AoF06919.jpg,False,False,0.0,0.0
fp32-control,AoF06920.jpg,False,False,0.0,0.0
fp32-control,AoF06921.jpg,False,False,0.0,0.0
fp32-control,AoF06922.jpg,False,False,0.0,0.0
fp32-control,AoF06923.jpg,False,False,0.0,0.0
fp32-control,AoF06924.jpg,False,False,0.0,0.0
fp32-control,AoF06925.jpg,False,False,0.0,0.0
fp32-control,AoF06926.jpg,False,False,0.0,0.0
fp32-control,AoF06927.jpg,False,False,0.0,0.0
fp32-control,AoF06928.jpg,False,False,0.0,0.0
fp32-control,AoF06929.jpg,False,False,0.0,0.0
fp32-control,AoF06930.jpg,False,False,0.0,0.0
fp32-control,AoF06931.jpg,False,False,0.0,0.0
fp32-control,AoF06932.jpg,False,False,0.0,0.0
fp32-control,AoF06933.jpg,False,False,0.0,0.0
fp32-control,AoF06934.jpg,False,False,0.0,0.0
fp32-control,AoF06935.jpg,False,False,0.0,0.0
fp32-control,AoF06936.jpg,False,False,0.0,0.0
fp32-control,AoF06937.jpg,False,False,0.0,0.0
fp32-control,AoF06938.jpg,False,False,0.0,0.0
fp32-control,AoF06939.jpg,False,False,0.0,0.0
fp32-control,AoF06940.jpg,False,False,0.0,0.0
fp32-control,AoF06941.jpg,False,False,0.0,0.0
fp32-control,AoF06942.jpg,False,False,0.0,0.0
fp32-control,AoF06943.jpg,False,False,0.0,0.0
fp32-control,AoF06944.jpg,False,False,0.0,0.0
fp32-control,AoF06945.jpg,False,False,0.0,0.0
fp32-control,AoF06946.jpg,False,False,0.0,0.0
fp32-control,AoF06947.jpg,False,False,0.0,0.0
fp32-control,AoF06948.jpg,False,False,0.0,0.0
fp32-control,AoF06949.jpg,False,False,0.0,0.0
fp32-control,AoF06950.jpg,False,False,0.0,0.0
fp32-control,AoF06951.jpg,False,False,0.0,0.0
fp32-control,AoF06952.jpg,False,False,0.0,0.0
fp32-control,AoF06953.jpg,False,False,0.0,0.0
fp32-control,AoF06954.jpg,False,False,0.0,0.0
fp32-control,AoF06955.jpg,False,False,0.0,0.4084712266921997
fp32-control,AoF06956.jpg,False,False,0.0,0.0
fp32-control,AoF06957.jpg,False,False,0.0,0.0
fp32-control,AoF06958.jpg,False,False,0.0,0.17555782198905945
fp32-control,AoF06959.jpg,False,False,0.0,0.0
fp32-control,AoF06960.jpg,False,False,0.0,0.0
fp32-control,AoF06961.jpg,False,False,0.0,0.0
fp32-control,AoF06962.jpg,False,False,0.0,0.0
fp32-control,AoF06963.jpg,False,False,0.0,0.0
fp32-control,AoF06964.jpg,False,False,0.0,0.0
fp32-control,AoF06965.jpg,False,False,0.0,0.0
fp32-control,AoF06966.jpg,False,False,0.0,0.0
fp32-control,AoF06967.jpg,False,False,0.0,0.0
fp32-control,AoF06968.jpg,False,False,0.0,0.0
fp32-control,AoF06969.jpg,False,False,0.0,0.0
fp32-control,AoF06970.jpg,False,False,0.0,0.26421457529067993
fp32-control,AoF06971.jpg,False,False,0.0,0.0
fp32-control,AoF06972.jpg,False,False,0.0,0.0
fp32-control,AoF06973.jpg,False,False,0.0,0.0
fp32-control,AoF06974.jpg,False,False,0.0,0.0
fp32-control,AoF06975.jpg,False,False,0.0,0.0
fp32-control,AoF06976.jpg,False,False,0.0,0.0
fp32-control,AoF06977.jpg,False,False,0.0,0.0
fp32-control,AoF06978.jpg,False,False,0.0,0.11035966873168945
fp32-control,AoF06979.jpg,False,False,0.0,0.0
fp32-control,AoF06980.jpg,False,False,0.0,0.0
fp32-control,AoF06981.jpg,False,False,0.0,0.0
fp32-control,AoF06982.jpg,False,False,0.0,0.0
fp32-control,AoF06983.jpg,False,False,0.0,0.0
fp32-control,AoF06984.jpg,False,False,0.0,0.0
fp32-control,AoF06985.jpg,False,False,0.0,0.0
fp32-control,AoF06986.jpg,False,False,0.0,0.0
fp32-control,AoF06987.jpg,False,False,0.0,0.0
fp32-control,AoF06988.jpg,False,False,0.0,0.0
fp32-control,AoF06989.jpg,False,False,0.0,0.0
fp32-control,AoF06990.jpg,False,False,0.0,0.0
fp32-control,AoF06991.jpg,False,False,0.0,0.0
fp32-control,AoF06992.jpg,False,False,0.0,0.0
fp32-control,AoF06993.jpg,False,False,0.0,0.0
fp32-control,AoF06994.jpg,False,False,0.0,0.0
fp32-control,AoF06995.jpg,False,False,0.0,0.0
fp32-control,AoF06996.jpg,False,False,0.0,0.0
fp32-control,AoF06997.jpg,False,False,0.0,0.0
fp32-control,AoF06998.jpg,False,False,0.0,0.0
fp32-control,AoF06999.jpg,False,False,0.0,0.0
fp32-control,AoF07000.jpg,False,False,0.0,0.0
fp32-control,AoF07001.jpg,False,False,0.0,0.0
fp32-control,AoF07002.jpg,False,False,0.0,0.0
fp32-control,AoF07003.jpg,False,False,0.0,0.0
fp32-control,AoF07004.jpg,False,False,0.0,0.0
fp32-control,AoF07005.jpg,False,False,0.0,0.0
fp32-control,AoF07006.jpg,False,False,0.0,0.0
fp32-control,AoF07007.jpg,False,False,0.0,0.0
fp32-control,AoF07008.jpg,False,False,0.0,0.0
fp32-control,AoF07009.jpg,False,False,0.0,0.0
fp32-control,AoF07010.jpg,False,False,0.0,0.0
fp32-control,AoF07011.jpg,False,False,0.0,0.0
fp32-control,AoF07012.jpg,False,False,0.0,0.0
fp32-control,AoF07013.jpg,False,False,0.0,0.0
fp32-control,AoF07014.jpg,False,False,0.0,0.0
fp32-control,AoF07015.jpg,False,False,0.0,0.0
fp32-control,AoF07016.jpg,False,False,0.0,0.0
fp32-control,AoF07017.jpg,False,False,0.0,0.0
fp32-control,AoF07018.jpg,False,False,0.0,0.0
fp32-control,AoF07019.jpg,False,False,0.0,0.0
fp32-control,AoF07020.jpg,False,False,0.0,0.0
fp32-control,AoF07021.jpg,False,False,0.0,0.0
fp32-control,AoF07022.jpg,False,False,0.0,0.0
fp32-control,AoF07023.jpg,False,False,0.0,0.0
fp32-control,AoF07024.jpg,False,False,0.0,0.0
fp32-control,AoF07025.jpg,False,False,0.0,0.0
fp32-control,AoF07026.jpg,False,False,0.0,0.0
fp32-control,AoF07027.jpg,False,False,0.0,0.0
fp32-control,AoF07028.jpg,False,False,0.0,0.0
fp32-control,AoF07029.jpg,False,False,0.0,0.0
fp32-control,AoF07030.jpg,False,False,0.0,0.10580533742904663
fp32-control,AoF07031.jpg,False,False,0.0,0.0
fp32-control,AoF07032.jpg,False,False,0.0,0.0
fp32-control,AoF07033.jpg,False,False,0.0,0.0
fp32-control,AoF07034.jpg,False,False,0.0,0.0
fp32-control,AoF07035.jpg,False,False,0.0,0.0
fp32-control,AoF07036.jpg,False,False,0.0,0.0
fp32-control,AoF07037.jpg,False,False,0.0,0.0
fp32-control,AoF07038.jpg,False,False,0.0,0.0
fp32-control,AoF07039.jpg,False,False,0.0,0.0
fp32-control,AoF07040.jpg,False,False,0.0,0.0
fp32-control,AoF07041.jpg,False,False,0.0,0.0
fp32-control,AoF07042.jpg,False,False,0.0,0.0
fp32-control,AoF07043.jpg,False,False,0.0,0.0
fp32-control,AoF07044.jpg,False,False,0.0,0.0
fp32-control,AoF07045.jpg,False,False,0.0,0.0
fp32-control,AoF07046.jpg,False,False,0.0,0.0
fp32-control,AoF07047.jpg,False,False,0.0,0.0
fp32-control,AoF07048.jpg,False,False,0.0,0.0
fp32-control,AoF07049.jpg,False,False,0.0,0.0
fp32-control,AoF07050.jpg,False,False,0.0,0.0
fp32-control,AoF07051.jpg,False,False,0.0,0.0
fp32-control,AoF07052.jpg,False,False,0.0,0.0
fp32-control,AoF07053.jpg,False,False,0.0,0.21439647674560547
fp32-control,AoF07054.jpg,False,False,0.0,0.0
fp32-control,AoF07055.jpg,False,False,0.0,0.0
fp32-control,AoF07056.jpg,False,False,0.0,0.0
fp32-control,AoF07057.jpg,False,False,0.0,0.0
fp32-control,AoF07058.jpg,False,False,0.0,0.0
fp32-control,AoF07059.jpg,False,False,0.0,0.0
fp32-control,AoF07060.jpg,False,False,0.0,0.0
fp32-control,AoF07061.jpg,False,False,0.0,0.0
fp32-control,AoF07062.jpg,False,False,0.0,0.0
fp32-control,AoF07063.jpg,False,False,0.0,0.0
fp32-control,AoF07064.jpg,False,False,0.0,0.0
fp32-control,AoF07065.jpg,False,False,0.0,0.0
fp32-control,AoF07066.jpg,False,False,0.0,0.0
fp32-control,AoF07067.jpg,False,False,0.0,0.0
fp32-control,AoF07068.jpg,False,False,0.0,0.0
fp32-control,AoF07069.jpg,False,False,0.0,0.0
fp32-control,AoF07070.jpg,False,False,0.0,0.0
fp32-control,AoF07071.jpg,False,False,0.0,0.0
fp32-control,AoF07072.jpg,False,False,0.0,0.0
fp32-control,AoF07073.jpg,False,False,0.0,0.0
fp32-control,AoF07074.jpg,False,False,0.0,0.0
fp32-control,AoF07075.jpg,False,False,0.0,0.0
fp32-control,AoF07076.jpg,False,False,0.0,0.0
fp32-control,AoF07077.jpg,False,False,0.0,0.0
fp32-control,AoF07078.jpg,False,False,0.0,0.0
fp32-control,AoF07079.jpg,False,False,0.0,0.0
fp32-control,AoF07080.jpg,False,False,0.0,0.0
fp32-control,AoF07081.jpg,False,False,0.0,0.0
fp32-control,AoF07082.jpg,False,False,0.0,0.0
fp32-control,AoF07083.jpg,False,False,0.0,0.0
fp32-control,AoF07084.jpg,False,False,0.0,0.0
fp32-control,AoF07085.jpg,False,False,0.0,0.0
fp32-control,AoF07086.jpg,False,False,0.0,0.0
fp32-control,AoF07087.jpg,False,False,0.0,0.0
fp32-control,AoF07088.jpg,False,False,0.0,0.0
fp32-control,AoF07089.jpg,False,False,0.0,0.0
fp32-control,AoF07090.jpg,False,False,0.0,0.0
fp32-control,AoF07091.jpg,False,False,0.0,0.0
fp32-control,AoF07092.jpg,False,False,0.0,0.0
fp32-control,AoF07093.jpg,False,False,0.0,0.0
fp32-control,AoF07094.jpg,False,False,0.0,0.0
fp32-control,AoF07095.jpg,False,False,0.0,0.0
fp32-control,AoF07096.jpg,False,False,0.0,0.0
fp32-control,AoF07097.jpg,False,False,0.0,0.0
fp32-control,AoF07098.jpg,False,False,0.0,0.0
fp32-control,AoF07099.jpg,False,False,0.0,0.0
fp32-control,AoF07100.jpg,False,False,0.0,0.0
fp32-control,AoF07101.jpg,False,False,0.0,0.0
fp32-control,AoF07102.jpg,False,False,0.0,0.0
fp32-control,AoF07103.jpg,False,False,0.0,0.0
fp32-control,AoF07104.jpg,False,False,0.0,0.0
fp32-control,AoF07105.jpg,False,False,0.0,0.0
fp32-control,AoF07106.jpg,False,False,0.0,0.0
fp32-control,AoF07107.jpg,False,False,0.0,0.0
fp32-control,AoF07108.jpg,False,False,0.0,0.0
fp32-control,AoF07109.jpg,False,False,0.0,0.0
fp32-control,AoF07110.jpg,False,False,0.0,0.0
fp32-control,AoF07111.jpg,False,False,0.0,0.0
fp32-control,AoF07112.jpg,False,False,0.0,0.0
fp32-control,AoF07113.jpg,False,False,0.0,0.0
fp32-control,AoF07114.jpg,False,False,0.0,0.0
fp32-control,AoF07115.jpg,False,False,0.0,0.0
fp32-control,AoF07116.jpg,False,False,0.0,0.0
fp32-control,AoF07117.jpg,False,False,0.0,0.0
fp32-control,AoF07118.jpg,False,False,0.0,0.0
fp32-control,AoF07119.jpg,False,False,0.0,0.0
fp32-control,AoF07120.jpg,False,False,0.0,0.0
fp32-control,AoF07121.jpg,False,False,0.0,0.0
fp32-control,AoF07122.jpg,False,False,0.0,0.0
fp32-control,AoF07123.jpg,False,False,0.0,0.0
fp32-control,AoF07124.jpg,False,False,0.0,0.0
fp32-control,AoF07125.jpg,False,False,0.0,0.0
fp32-control,AoF07126.jpg,False,False,0.0,0.0
fp32-control,AoF07127.jpg,False,False,0.0,0.0
fp32-control,AoF07128.jpg,False,False,0.0,0.0
fp32-control,AoF07129.jpg,False,False,0.0,0.0
fp32-control,AoF07130.jpg,False,False,0.0,0.0
fp32-control,AoF07131.jpg,False,False,0.0,0.0
fp32-control,AoF07132.jpg,False,False,0.0,0.0
fp32-control,AoF07133.jpg,False,False,0.0,0.0
fp32-control,AoF07134.jpg,False,False,0.0,0.0
fp32-control,AoF07135.jpg,False,False,0.0,0.0
fp32-control,AoF07136.jpg,False,False,0.0,0.10812520980834961
fp32-control,AoF07137.jpg,False,False,0.0,0.0
fp32-control,AoF07138.jpg,False,False,0.0,0.0
fp32-control,AoF07139.jpg,False,False,0.0,0.0
fp32-control,AoF07140.jpg,False,False,0.0,0.0
fp32-control,AoF07141.jpg,False,False,0.0,0.0
fp32-control,AoF07142.jpg,False,False,0.0,0.0
fp32-control,AoF07143.jpg,False,False,0.0,0.0
fp32-control,AoF07144.jpg,False,False,0.0,0.0
fp32-control,AoF07145.jpg,False,False,0.0,0.0
fp32-control,AoF07146.jpg,False,False,0.0,0.0
fp32-control,AoF07147.jpg,False,False,0.0,0.0
fp32-control,AoF07148.jpg,False,False,0.0,0.0
fp32-control,AoF07149.jpg,False,False,0.0,0.0
fp32-control,AoF07150.jpg,False,False,0.0,0.0
fp32-control,AoF07151.jpg,False,False,0.0,0.0
fp32-control,AoF07152.jpg,False,False,0.0,0.0
fp32-control,AoF07153.jpg,False,False,0.0,0.0
fp32-control,AoF07154.jpg,False,False,0.0,0.0
fp32-control,AoF07155.jpg,False,False,0.0,0.0
fp32-control,AoF07156.jpg,False,False,0.0,0.0
fp32-control,AoF07157.jpg,False,False,0.0,0.0
fp32-control,AoF07158.jpg,False,False,0.0,0.0
fp32-control,AoF07159.jpg,False,False,0.0,0.0
fp32-control,AoF07160.jpg,False,False,0.0,0.0
fp32-control,AoF07161.jpg,False,False,0.0,0.0
fp32-control,AoF07162.jpg,False,False,0.0,0.0
fp32-control,AoF07163.jpg,False,False,0.0,0.0
fp32-control,AoF07164.jpg,False,False,0.0,0.0
fp32-control,AoF07165.jpg,False,False,0.0,0.0
fp32-control,AoF07166.jpg,False,False,0.0,0.0
fp32-control,AoF07167.jpg,False,False,0.0,0.0
fp32-control,AoF07168.jpg,False,False,0.0,0.0
fp32-control,AoF07169.jpg,False,False,0.0,0.0
fp32-control,AoF07170.jpg,False,False,0.0,0.0
fp32-control,AoF07171.jpg,False,False,0.0,0.0
fp32-control,AoF07172.jpg,False,False,0.0,0.0
fp32-control,AoF07173.jpg,False,False,0.0,0.0
fp32-control,AoF07174.jpg,False,False,0.0,0.0
fp32-control,AoF07175.jpg,False,False,0.0,0.0
fp32-control,AoF07176.jpg,False,False,0.0,0.0
fp32-control,AoF07177.jpg,False,False,0.0,0.0
fp32-control,AoF07178.jpg,False,False,0.0,0.0
fp32-control,AoF07179.jpg,False,False,0.0,0.0
fp32-control,AoF07180.jpg,False,False,0.0,0.0
fp32-control,AoF07181.jpg,False,False,0.0,0.0
fp32-control,AoF07182.jpg,False,False,0.0,0.0
fp32-control,AoF07183.jpg,False,False,0.0,0.0
fp32-control,AoF07184.jpg,False,False,0.0,0.0
fp32-control,AoF07185.jpg,False,False,0.0,0.0
fp32-control,AoF07186.jpg,False,False,0.0,0.0
fp32-control,AoF07187.jpg,False,False,0.0,0.0
fp32-control,AoF07188.jpg,False,False,0.0,0.0
fp32-control,AoF07189.jpg,False,False,0.0,0.0
fp32-control,AoF07190.jpg,False,False,0.0,0.0
fp32-control,AoF07191.jpg,False,False,0.0,0.0
fp32-control,AoF07192.jpg,False,False,0.0,0.0
fp32-control,AoF07193.jpg,False,False,0.0,0.0
fp32-control,AoF07194.jpg,False,False,0.0,0.0
fp32-control,AoF07195.jpg,False,False,0.0,0.0
fp32-control,AoF07196.jpg,False,False,0.0,0.0
fp32-control,AoF07197.jpg,False,False,0.0,0.0
fp32-control,AoF07198.jpg,False,False,0.0,0.0
fp32-control,AoF07199.jpg,False,False,0.0,0.0
fp32-control,AoF07200.jpg,False,False,0.0,0.0
fp32-control,AoF07201.jpg,False,False,0.0,0.0
fp32-control,AoF07202.jpg,False,False,0.0,0.0
fp32-control,AoF07203.jpg,False,False,0.0,0.0
fp32-control,AoF07204.jpg,False,False,0.0,0.0
fp32-control,AoF07205.jpg,False,False,0.0,0.0
fp32-control,AoF07206.jpg,False,False,0.0,0.0
fp32-control,AoF07207.jpg,False,False,0.0,0.0
fp32-control,AoF07208.jpg,False,False,0.0,0.0
fp32-control,AoF07209.jpg,False,False,0.0,0.0
fp32-control,AoF07210.jpg,False,False,0.0,0.0
fp32-control,AoF07211.jpg,False,False,0.0,0.0
fp32-control,AoF07212.jpg,False,False,0.0,0.0
fp32-control,AoF07213.jpg,False,False,0.0,0.0
fp32-control,AoF07214.jpg,False,False,0.0,0.0
fp32-control,AoF07215.jpg,False,False,0.0,0.0
fp32-control,AoF07216.jpg,False,False,0.0,0.0
fp32-control,AoF07217.jpg,False,False,0.0,0.0
