method,filename,true_label,pred_label,loss,confidence,correct,p_Neither,p_Only_Fire,p_Only_Smoke,p_Both
iteration3,AoF06831.jpg,Neither,Neither,0.008711548522114754,0.9913262724876404,1,0.9913262724876404,0.0003687637799885124,0.007934077642858028,0.00037087005330249667
iteration3,AoF06832.jpg,Neither,Neither,0.007919460535049438,0.9921118021011353,1,0.9921118021011353,9.420271089766175e-05,0.007762583903968334,3.141610068269074e-05
iteration3,AoF06833.jpg,Neither,Neither,0.012632235884666443,0.987447202205658,1,0.987447202205658,6.490990926977247e-05,0.012454487383365631,3.342473792145029e-05
iteration3,AoF06834.jpg,Neither,Neither,0.002647944027557969,0.997355580329895,1,0.997355580329895,1.6580695955781266e-05,0.002618648111820221,9.194051017402671e-06
iteration3,AoF06835.jpg,Neither,Only_Smoke,0.8219707012176514,0.5488200783729553,0,0.4395645260810852,0.004700685851275921,0.5488200783729553,0.006914791185408831
iteration3,AoF06836.jpg,Neither,Neither,0.028218913823366165,0.9721755385398865,1,0.9721755385398865,0.0001514271425548941,0.02762007713317871,5.297546158544719e-05
iteration3,AoF06837.jpg,Neither,Neither,0.00801891926676035,0.992013156414032,1,0.992013156414032,0.00022300187265500426,0.007656177971512079,0.00010763681348180398
iteration3,AoF06838.jpg,Neither,Neither,0.009777984581887722,0.990269660949707,1,0.990269660949707,0.00012697717465925962,0.009542112238705158,6.114684219937772e-05
iteration3,AoF06839.jpg,Neither,Neither,0.0040364945307374,0.9959716200828552,1,0.9959716200828552,3.551845293259248e-05,0.0039751590229570866,1.7647402273723856e-05
iteration3,AoF06840.jpg,Neither,Neither,0.06174618750810623,0.9401214718818665,1,0.9401214718818665,0.0002719148469623178,0.059464577585458755,0.00014211067173164338
iteration3,AoF06841.jpg,Neither,Neither,0.018085340037941933,0.9820772409439087,1,0.9820772409439087,5.221694664214738e-05,0.017856687307357788,1.3971013686386868e-05
iteration3,AoF06842.jpg,Neither,Neither,0.03222562000155449,0.9682880640029907,1,0.9682880640029907,9.453039092477411e-05,0.03159463405609131,2.2761150830774568e-05
iteration3,AoF06843.jpg,Neither,Neither,0.019468065351247787,0.9807202219963074,1,0.9807202219963074,0.00010076115722768009,0.019137408584356308,4.164813435636461e-05
iteration3,AoF06844.jpg,Neither,Neither,0.006050247699022293,0.9939680099487305,1,0.9939680099487305,5.535046147997491e-05,0.005959514994174242,1.719793363008648e-05
iteration3,AoF06845.jpg,Neither,Neither,0.006069205701351166,0.9939491748809814,1,0.9939491748809814,7.700085552642122e-05,0.005945834331214428,2.794510146486573e-05
iteration3,AoF06846.jpg,Neither,Neither,0.004581193905323744,0.995429277420044,1,0.995429277420044,1.3888275134377182e-06,0.0045656682923436165,3.659065896499669e-06
iteration3,AoF06847.jpg,Neither,Only_Smoke,1.3126914501190186,0.7308288812637329,0,0.269094854593277,4.8551271902397275e-05,0.7308288812637329,2.7715808755601756e-05
iteration3,AoF06848.jpg,Neither,Only_Smoke,1.380473256111145,0.7484886646270752,0,0.2514595091342926,3.9585625927429646e-05,0.7484886646270752,1.2297555258555803e-05
iteration3,AoF06849.jpg,Neither,Neither,0.011829464696347713,0.9882402420043945,1,0.9882402420043945,0.00012074004916939884,0.01159600354731083,4.302562228986062e-05
iteration3,AoF06850.jpg,Neither,Neither,0.01855281926691532,0.9816182255744934,1,0.9816182255744934,0.00015481552691198885,0.018169889226555824,5.711989069823176e-05
iteration3,AoF06851.jpg,Neither,Neither,0.0056026098318398,0.9944130778312683,1,0.9944130778312683,3.0032178983674385e-05,0.005545139312744141,1.1867884495586623e-05
iteration3,AoF06852.jpg,Neither,Neither,0.00763498293235898,0.9923940896987915,1,0.9923940896987915,0.00010049484990304336,0.007459562737494707,4.5829860027879477e-05
iteration3,AoF06853.jpg,Neither,Neither,0.006749924272298813,0.9932727813720703,1,0.9932727813720703,3.799429032369517e-05,0.006674936972558498,1.4193732567946427e-05
iteration3,AoF06854.jpg,Neither,Neither,0.27059850096702576,0.7629227638244629,1,0.7629227638244629,0.0014208953361958265,0.2352839857339859,0.000372314709238708
iteration3,AoF06855.jpg,Neither,Neither,0.08060004562139511,0.9225625991821289,1,0.9225625991821289,0.0002697911695577204,0.07712650299072266,4.1116531065199524e-05
iteration3,AoF06856.jpg,Neither,Neither,0.00035589560866355896,0.9996441602706909,1,0.9996441602706909,9.018241689773276e-05,0.00024997000582516193,1.5584048014716245e-05
iteration3,AoF06857.jpg,Neither,Neither,0.005562896840274334,0.9944525361061096,1,0.9944525361061096,0.00010139646474272013,0.005398438777774572,4.761012314702384e-05
iteration3,AoF06858.jpg,Neither,Neither,0.06621042639017105,0.9359338879585266,1,0.9359338879585266,0.00028814387042075396,0.06355403363704681,0.00022391625680029392
iteration3,AoF06859.jpg,Neither,Neither,0.016233408823609352,0.9838976263999939,1,0.9838976263999939,0.00016772419621702284,0.015906168147921562,2.8507714887382463e-05
iteration3,AoF06860.jpg,Neither,Neither,0.0023259271401911974,0.9976767897605896,1,0.9976767897605896,3.33621610479895e-05,0.0022816909477114677,8.142670594679657e-06
iteration3,AoF06861.jpg,Neither,Neither,0.007684431970119476,0.9923450350761414,1,0.9923450350761414,0.00011213235120521858,0.0075158970430493355,2.7009056793758646e-05
iteration3,AoF06862.jpg,Neither,Neither,0.019539378583431244,0.9806503057479858,1,0.9806503057479858,0.00014529576583299786,0.019156698137521744,4.768071448779665e-05
iteration3,AoF06863.jpg,Neither,Neither,0.012542887590825558,0.9875354170799255,1,0.9875354170799255,8.451913890894502e-05,0.012351464480161667,2.8563743398990482e-05
iteration3,AoF06864.jpg,Neither,Neither,0.012720751576125622,0.9873598217964172,1,0.9873598217964172,0.00012880594294983894,0.012471510097384453,3.990153345512226e-05
iteration3,AoF06865.jpg,Neither,Neither,0.2422475814819336,0.7848618626594543,1,0.7848618626594543,0.01334958616644144,0.17845168709754944,0.02333681657910347
iteration3,AoF06866.jpg,Neither,Neither,0.1703687608242035,0.8433537483215332,1,0.8433537483215332,0.01681157387793064,0.09327705949544907,0.04655764251947403
iteration3,AoF06867.jpg,Neither,Neither,0.07284242659807205,0.9297473430633545,1,0.9297473430633545,0.0004148371226619929,0.0695795863866806,0.0002582680608611554
iteration3,AoF06868.jpg,Neither,Neither,0.044952284544706345,0.9560431241989136,1,0.9560431241989136,0.00023805111413821578,0.043678250163793564,4.062562220497057e-05
iteration3,AoF06869.jpg,Neither,Neither,0.012315184809267521,0.9877603650093079,1,0.9877603650093079,6.138385651865974e-05,0.012142304331064224,3.599475894588977e-05
iteration3,AoF06870.jpg,Neither,Neither,0.035332292318344116,0.9652845859527588,1,0.9652845859527588,0.00014213722897693515,0.03452255576848984,5.069939652457833e-05
iteration3,AoF06871.jpg,Neither,Neither,0.005525553598999977,0.9944896697998047,1,0.9944896697998047,0.0010170649038627744,0.004110891837626696,0.00038236225373111665
iteration3,AoF06872.jpg,Neither,Neither,0.007017015945166349,0.9930075407028198,1,0.9930075407028198,2.5451843157497933e-06,0.006975016091018915,1.481456547480775e-05
iteration3,AoF06873.jpg,Neither,Neither,0.005141725763678551,0.9948714971542358,1,0.9948714971542358,2.888531980715925e-06,0.005111639387905598,1.3944343663752079e-05
iteration3,AoF06874.jpg,Neither,Neither,0.00842528697103262,0.9916101098060608,1,0.9916101098060608,5.067853635409847e-06,0.008355817757546902,2.894475983339362e-05
iteration3,AoF06875.jpg,Neither,Neither,0.06495814025402069,0.9371066689491272,1,0.9371066689491272,9.822366700973362e-05,0.06275113672018051,4.3970423575956374e-05
iteration3,AoF06876.jpg,Neither,Neither,0.004908890929073095,0.995103120803833,1,0.995103120803833,6.420310819521546e-05,0.004810771904885769,2.1881976863369346e-05
iteration3,AoF06877.jpg,Neither,Neither,8.582700684200972e-05,0.9999141693115234,1,0.9999141693115234,5.356685960578034e-06,7.632480992469937e-05,4.2080896491825115e-06
iteration3,AoF06878.jpg,Neither,Neither,0.04631442949175835,0.9547417163848877,1,0.9547417163848877,0.00019340941798873246,0.044888686388731,0.00017616007244214416
iteration3,AoF06879.jpg,Neither,Neither,0.01589309237897396,0.9842325448989868,1,0.9842325448989868,7.392426778096706e-05,0.015640949830412865,5.254648931440897e-05
iteration3,AoF06880.jpg,Neither,Neither,0.005652515217661858,0.9943634271621704,1,0.9943634271621704,0.00013641068653669208,0.005428824573755264,7.139932131394744e-05
iteration3,AoF06881.jpg,Neither,Neither,0.023550551384687424,0.9767246246337891,1,0.9767246246337891,3.980371548095718e-05,0.022887637838721275,0.0003479014849290252
iteration3,AoF06882.jpg,Neither,Neither,0.05547387897968292,0.9460367560386658,1,0.9460367560386658,3.934850246878341e-05,0.05361763760447502,0.00030626339139416814
iteration3,AoF06883.jpg,Neither,Neither,0.03297527879476547,0.9675624966621399,1,0.9675624966621399,0.00018233063747175038,0.03221467137336731,4.055624594911933e-05
iteration3,AoF06884.jpg,Neither,Neither,0.017849644646048546,0.9823087453842163,1,0.9823087453842163,0.0001092167804017663,0.0175471194088459,3.4943284845212474e-05
iteration3,AoF06885.jpg,Neither,Neither,0.23697331547737122,0.7890123128890991,1,0.7890123128890991,0.0003696124185808003,0.21047638356685638,0.00014169291534926742
iteration3,AoF06886.jpg,Neither,Neither,0.17477215826511383,0.8396483063697815,1,0.8396483063697815,0.013424619100987911,0.12183515727519989,0.025091879069805145
iteration3,AoF06887.jpg,Neither,Neither,0.005492714233696461,0.9945223331451416,1,0.9945223331451416,4.1921910451492295e-05,0.005427404306828976,8.29334203444887e-06
iteration3,AoF06888.jpg,Neither,Neither,0.003432099474593997,0.996573805809021,1,0.996573805809021,5.03812734677922e-05,0.0033615862485021353,1.4218077922123484e-05
iteration3,AoF06889.jpg,Neither,Neither,0.023421067744493484,0.9768511056900024,1,0.9768511056900024,0.0002081837155856192,0.022812193259596825,0.00012853620864916593
